label,x0,y0,x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,x6,y6,x7,y7,x8,y8,x9,y9,x10,y10,x11,y11,x12,y12,x13,y13,x14,y14,x15,y15,x16,y16,x17,y17,x18,y18,x19,y19,x20,y20,x21,y21,x22,y22,x23,y23,x24,y24,x25,y25,x26,y26,x27,y27,x28,y28,x29,y29,x30,y30,x31,y31,x32,y32,x33,y33,x34,y34,x35,y35,x36,y36,x37,y37,x38,y38,x39,y39,x40,y40,x41,y41
stop,0.17,0.94,0.09,0.94,0.03,0.88,-0.01,0.83,-0.04,0.79,0.06,0.72,0.03,0.63,0.01,0.57,0.00,0.52,0.10,0.69,0.08,0.58,0.07,0.51,0.06,0.45,0.15,0.69,0.14,0.58,0.14,0.51,0.14,0.45,0.20,0.71,0.21,0.62,0.21,0.57,0.21,0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
stop,0.14,0.97,0.06,0.96,-0.01,0.92,-0.05,0.88,-0.09,0.86,0.01,0.75,-0.03,0.67,-0.05,0.63,-0.07,0.59,0.06,0.72,0.04,0.62,0.02,0.55,0.00,0.49,0.11,0.72,0.10,0.62,0.09,0.55,0.08,0.49,0.15,0.74,0.16,0.66,0.16,0.61,0.15,0.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
stop,0.13,0.96,0.06,0.96,-0.01,0.92,-0.06,0.89,-0.10,0.86,0.01,0.75,-0.03,0.67,-0.05,0.62,-0.07,0.57,0.06,0.72,0.03,0.62,0.01,0.55,-0.00,0.49,0.10,0.72,0.09,0.62,0.08,0.55,0.07,0.49,0.15,0.74,0.15,0.66,0.15,0.61,0.15,0.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
stop,0.13,0.97,0.05,0.96,-0.01,0.91,-0.06,0.87,-0.09,0.84,0.01,0.75,-0.03,0.67,-0.05,0.62,-0.07,0.58,0.06,0.73,0.03,0.62,0.02,0.55,0.00,0.49,0.11,0.72,0.10,0.62,0.09,0.55,0.08,0.49,0.15,0.74,0.16,0.66,0.16,0.61,0.15,0.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
stop,0.14,0.96,0.06,0.95,0.00,0.90,-0.04,0.86,-0.07,0.83,0.02,0.75,-0.01,0.66,-0.03,0.61,-0.05,0.57,0.07,0.72,0.04,0.62,0.03,0.55,0.01,0.49,0.11,0.72,0.10,0.62,0.09,0.55,0.08,0.49,0.16,0.74,0.16,0.65,0.16,0.60,0.16,0.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
stop,0.19,0.94,0.11,0.93,0.05,0.88,0.01,0.82,-0.02,0.78,0.08,0.73,0.05,0.64,0.03,0.59,0.02,0.54,0.12,0.70,0.10,0.59,0.08,0.53,0.07,0.47,0.16,0.70,0.15,0.59,0.15,0.53,0.14,0.47,0.21,0.71,0.22,0.64,0.22,0.58,0.21,0.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
stop,0.20,0.94,0.13,0.93,0.08,0.87,0.04,0.82,0.01,0.78,0.10,0.73,0.07,0.64,0.05,0.58,0.04,0.53,0.14,0.70,0.12,0.59,0.10,0.52,0.09,0.47,0.18,0.69,0.18,0.59,0.17,0.52,0.16,0.47,0.23,0.71,0.24,0.63,0.24,0.58,0.23,0.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
stop,0.22,0.93,0.15,0.92,0.09,0.87,0.06,0.81,0.03,0.77,0.12,0.71,0.09,0.63,0.07,0.57,0.06,0.52,0.16,0.69,0.14,0.58,0.12,0.51,0.11,0.46,0.20,0.68,0.19,0.58,0.19,0.51,0.18,0.46,0.25,0.70,0.25,0.62,0.25,0.57,0.25,0.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
stop,0.30,0.91,0.22,0.89,0.16,0.83,0.12,0.77,0.09,0.73,0.20,0.68,0.17,0.59,0.15,0.52,0.14,0.47,0.24,0.66,0.22,0.54,0.21,0.47,0.20,0.41,0.28,0.66,0.28,0.55,0.28,0.48,0.27,0.43,0.33,0.67,0.34,0.60,0.34,0.54,0.35,0.50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
stop,0.32,0.90,0.24,0.88,0.18,0.81,0.15,0.75,0.11,0.72,0.22,0.67,0.19,0.58,0.18,0.52,0.17,0.47,0.26,0.65,0.24,0.54,0.23,0.46,0.22,0.40,0.31,0.65,0.30,0.54,0.30,0.48,0.30,0.42,0.35,0.67,0.36,0.59,0.37,0.54,0.37,0.50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
stop,0.34,0.89,0.26,0.87,0.20,0.80,0.17,0.74,0.13,0.71,0.24,0.66,0.21,0.57,0.20,0.51,0.19,0.46,0.29,0.64,0.27,0.53,0.25,0.45,0.24,0.39,0.33,0.64,0.33,0.53,0.33,0.47,0.32,0.41,0.37,0.67,0.39,0.59,0.39,0.54,0.39,0.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
stop,0.36,0.88,0.28,0.86,0.23,0.80,0.19,0.73,0.15,0.70,0.27,0.65,0.24,0.56,0.23,0.50,0.22,0.45,0.31,0.63,0.29,0.52,0.28,0.45,0.28,0.39,0.35,0.64,0.35,0.53,0.35,0.46,0.35,0.40,0.40,0.66,0.41,0.58,0.42,0.53,0.42,0.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
stop,0.45,0.88,0.37,0.86,0.31,0.79,0.28,0.71,0.24,0.67,0.36,0.65,0.34,0.54,0.34,0.48,0.33,0.43,0.40,0.63,0.39,0.51,0.39,0.43,0.39,0.37,0.45,0.63,0.45,0.52,0.46,0.46,0.46,0.40,0.49,0.65,0.51,0.58,0.52,0.53,0.53,0.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
stop,0.47,0.89,0.40,0.86,0.34,0.79,0.31,0.72,0.28,0.68,0.39,0.65,0.37,0.55,0.36,0.48,0.36,0.43,0.44,0.63,0.43,0.51,0.42,0.44,0.42,0.38,0.48,0.64,0.48,0.53,0.49,0.46,0.49,0.40,0.52,0.66,0.54,0.59,0.55,0.53,0.56,0.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
stop,0.50,0.90,0.42,0.87,0.37,0.80,0.33,0.73,0.30,0.68,0.42,0.66,0.40,0.56,0.39,0.49,0.38,0.44,0.46,0.64,0.45,0.52,0.45,0.45,0.45,0.39,0.51,0.65,0.51,0.54,0.52,0.47,0.52,0.41,0.55,0.68,0.57,0.60,0.58,0.55,0.59,0.50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
stop,0.59,0.94,0.52,0.90,0.46,0.82,0.43,0.75,0.39,0.70,0.52,0.69,0.51,0.58,0.50,0.51,0.50,0.46,0.57,0.67,0.57,0.55,0.57,0.47,0.57,0.41,0.61,0.68,0.62,0.57,0.63,0.50,0.64,0.45,0.65,0.71,0.68,0.63,0.69,0.58,0.71,0.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
stop,0.62,0.94,0.55,0.90,0.50,0.82,0.47,0.75,0.43,0.70,0.56,0.69,0.54,0.58,0.54,0.52,0.54,0.46,0.60,0.67,0.60,0.55,0.60,0.48,0.60,0.41,0.65,0.68,0.66,0.57,0.67,0.50,0.67,0.44,0.69,0.71,0.72,0.64,0.73,0.59,0.74,0.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
stop,0.65,0.94,0.57,0.91,0.52,0.82,0.49,0.75,0.46,0.70,0.59,0.69,0.57,0.58,0.57,0.52,0.57,0.46,0.63,0.67,0.63,0.55,0.63,0.48,0.63,0.41,0.68,0.68,0.69,0.57,0.70,0.50,0.70,0.44,0.72,0.71,0.75,0.64,0.76,0.59,0.77,0.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
stop,0.68,0.94,0.60,0.91,0.55,0.83,0.52,0.75,0.48,0.70,0.62,0.69,0.60,0.58,0.60,0.52,0.60,0.46,0.66,0.67,0.66,0.55,0.66,0.48,0.67,0.41,0.71,0.68,0.72,0.57,0.73,0.50,0.73,0.45,0.75,0.72,0.78,0.64,0.79,0.59,0.80,0.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
stop,0.80,0.95,0.72,0.90,0.67,0.82,0.63,0.74,0.59,0.68,0.74,0.68,0.74,0.58,0.74,0.51,0.75,0.46,0.78,0.67,0.79,0.55,0.80,0.48,0.81,0.42,0.82,0.68,0.84,0.57,0.86,0.49,0.87,0.44,0.86,0.71,0.88,0.62,0.90,0.57,0.92,0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
stop,0.84,0.96,0.77,0.91,0.72,0.82,0.68,0.74,0.65,0.69,0.79,0.68,0.79,0.58,0.79,0.51,0.79,0.45,0.84,0.68,0.85,0.56,0.86,0.49,0.87,0.42,0.89,0.70,0.91,0.59,0.92,0.53,0.93,0.47,0.93,0.74,0.95,0.67,0.97,0.62,0.98,0.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
stop,0.88,0.97,0.82,0.92,0.76,0.83,0.73,0.75,0.69,0.69,0.84,0.69,0.84,0.59,0.84,0.53,0.85,0.47,0.89,0.69,0.90,0.57,0.91,0.50,0.92,0.43,0.93,0.71,0.96,0.60,0.97,0.54,0.98,0.48,0.97,0.75,0.99,0.67,1.01,0.61,1.02,0.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
stop,0.94,0.99,0.86,0.94,0.80,0.84,0.77,0.75,0.73,0.70,0.88,0.70,0.89,0.60,0.89,0.53,0.90,0.48,0.92,0.70,0.94,0.59,0.95,0.51,0.96,0.45,0.96,0.72,0.97,0.61,0.98,0.54,0.99,0.48,1.00,0.75,1.00,0.67,1.00,0.63,0.99,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
stop,0.19,1.09,0.25,1.05,0.29,0.97,0.29,0.89,0.28,0.84,0.27,0.92,0.30,0.81,0.31,0.73,0.31,0.66,0.22,0.91,0.23,0.77,0.23,0.68,0.22,0.60,0.16,0.92,0.15,0.79,0.15,0.70,0.14,0.64,0.11,0.94,0.09,0.85,0.09,0.79,0.08,0.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
stop,0.22,1.10,0.28,1.06,0.32,0.99,0.32,0.92,0.32,0.87,0.31,0.90,0.33,0.78,0.34,0.70,0.34,0.63,0.24,0.89,0.25,0.75,0.25,0.66,0.24,0.59,0.19,0.89,0.18,0.77,0.18,0.68,0.18,0.61,0.13,0.92,0.12,0.83,0.12,0.76,0.12,0.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
stop,0.24,1.09,0.31,1.07,0.35,1.02,0.36,0.98,0.36,0.95,0.33,0.89,0.36,0.77,0.37,0.69,0.37,0.62,0.27,0.87,0.28,0.73,0.28,0.64,0.28,0.56,0.21,0.87,0.21,0.74,0.21,0.66,0.21,0.59,0.16,0.90,0.15,0.80,0.14,0.74,0.14,0.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
stop,0.35,1.07,0.43,1.05,0.50,0.99,0.55,0.93,0.60,0.88,0.45,0.83,0.48,0.71,0.49,0.64,0.49,0.57,0.39,0.81,0.40,0.67,0.41,0.59,0.41,0.52,0.34,0.81,0.33,0.69,0.33,0.61,0.33,0.54,0.28,0.84,0.27,0.74,0.26,0.68,0.26,0.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
stop,0.32,1.05,0.33,1.03,0.33,0.96,0.32,0.88,0.31,0.82,0.35,0.83,0.37,0.71,0.37,0.63,0.36,0.56,0.34,0.80,0.35,0.67,0.35,0.58,0.35,0.50,0.33,0.80,0.33,0.67,0.33,0.58,0.33,0.51,0.32,0.81,0.31,0.72,0.30,0.66,0.30,0.60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
stop,0.34,1.05,0.43,1.04,0.49,0.99,0.53,0.95,0.56,0.91,0.47,0.82,0.50,0.71,0.52,0.63,0.52,0.57,0.41,0.80,0.43,0.66,0.44,0.57,0.44,0.50,0.35,0.80,0.35,0.67,0.35,0.59,0.36,0.52,0.29,0.83,0.29,0.73,0.29,0.66,0.29,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
stop,0.40,1.06,0.49,1.03,0.56,0.98,0.61,0.92,0.66,0.87,0.50,0.82,0.53,0.70,0.54,0.62,0.54,0.56,0.44,0.79,0.46,0.65,0.46,0.56,0.46,0.49,0.39,0.79,0.39,0.66,0.39,0.58,0.39,0.52,0.33,0.82,0.32,0.72,0.32,0.66,0.32,0.60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
stop,0.43,1.07,0.52,1.04,0.59,0.98,0.64,0.91,0.68,0.86,0.52,0.81,0.55,0.70,0.56,0.62,0.57,0.55,0.47,0.79,0.48,0.64,0.49,0.56,0.49,0.48,0.41,0.79,0.41,0.66,0.41,0.58,0.41,0.51,0.36,0.82,0.35,0.72,0.35,0.65,0.34,0.60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
stop,0.45,1.07,0.54,1.04,0.61,0.98,0.66,0.91,0.70,0.85,0.55,0.80,0.58,0.69,0.59,0.61,0.59,0.54,0.49,0.78,0.51,0.64,0.51,0.55,0.51,0.47,0.43,0.78,0.44,0.65,0.43,0.57,0.43,0.50,0.38,0.81,0.37,0.71,0.37,0.65,0.37,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
stop,0.46,1.08,0.56,1.05,0.63,0.98,0.68,0.91,0.72,0.85,0.57,0.80,0.60,0.68,0.61,0.61,0.62,0.54,0.51,0.77,0.53,0.63,0.53,0.54,0.53,0.47,0.46,0.78,0.46,0.65,0.46,0.57,0.46,0.50,0.40,0.81,0.40,0.70,0.39,0.64,0.39,0.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
stop,0.53,1.05,0.63,1.03,0.71,0.97,0.76,0.90,0.80,0.85,0.65,0.78,0.68,0.66,0.69,0.59,0.70,0.53,0.59,0.75,0.61,0.61,0.62,0.52,0.62,0.45,0.54,0.75,0.54,0.62,0.54,0.54,0.54,0.48,0.48,0.78,0.48,0.68,0.47,0.61,0.48,0.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
stop,0.56,1.05,0.65,1.02,0.73,0.96,0.78,0.89,0.82,0.84,0.66,0.77,0.70,0.66,0.71,0.58,0.72,0.52,0.61,0.74,0.63,0.61,0.64,0.52,0.64,0.45,0.55,0.75,0.56,0.62,0.56,0.54,0.56,0.47,0.50,0.77,0.50,0.67,0.50,0.61,0.50,0.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
stop,0.57,1.04,0.66,1.01,0.74,0.95,0.79,0.88,0.83,0.83,0.68,0.76,0.71,0.65,0.72,0.58,0.73,0.52,0.62,0.74,0.64,0.60,0.65,0.51,0.66,0.44,0.57,0.74,0.57,0.61,0.58,0.53,0.58,0.46,0.52,0.77,0.51,0.67,0.51,0.60,0.51,0.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
stop,0.59,1.04,0.68,1.01,0.76,0.95,0.80,0.87,0.85,0.82,0.69,0.76,0.73,0.65,0.74,0.57,0.75,0.51,0.64,0.73,0.66,0.59,0.67,0.51,0.67,0.43,0.59,0.73,0.59,0.60,0.59,0.53,0.60,0.46,0.53,0.76,0.53,0.66,0.53,0.59,0.53,0.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
stop,0.64,0.99,0.74,0.96,0.82,0.89,0.86,0.81,0.91,0.76,0.75,0.70,0.79,0.59,0.80,0.52,0.81,0.46,0.70,0.67,0.72,0.54,0.73,0.46,0.74,0.38,0.65,0.68,0.65,0.55,0.66,0.47,0.66,0.40,0.60,0.70,0.59,0.60,0.59,0.54,0.60,0.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
stop,0.66,0.98,0.75,0.95,0.83,0.88,0.88,0.80,0.92,0.75,0.77,0.69,0.80,0.58,0.82,0.51,0.83,0.44,0.72,0.66,0.73,0.52,0.75,0.44,0.75,0.37,0.66,0.66,0.67,0.54,0.67,0.46,0.68,0.39,0.61,0.69,0.61,0.59,0.61,0.53,0.61,0.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
stop,0.67,0.97,0.77,0.94,0.85,0.86,0.89,0.79,0.93,0.74,0.78,0.68,0.82,0.57,0.83,0.50,0.84,0.44,0.73,0.65,0.75,0.51,0.76,0.43,0.77,0.36,0.68,0.65,0.68,0.53,0.69,0.45,0.69,0.38,0.63,0.68,0.63,0.58,0.63,0.52,0.63,0.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
